Name,Type,Page,Page Number,Schematic,PartPin,LocationX,LocationY,Zone,IREF
"F_EX_DATA9","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.42","1295","650","3C","[3]"
"F_EX_DATA5","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.12,R131.1,U10.4,U7.40","1630","490","1C","[2,3]"
"F_EX_DATA5","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.12,R131.1,U10.4,U7.40","560","950","4B","[2,3]"
"F_EX_DATA5","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.12,R131.1,U10.4,U7.40","640","190","4D","[2,3]"
"F_EX_DATA5","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.12,R131.1,U10.4,U7.40","300","680","5C","[2,3]"
"F_EX_DATA5","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.39","1295","620","3C","[3]"
"Vin2+","OffPage","P05_Amplifier","5","SCHEMATIC1","R214.2","1120","1930","4B","[6]"
"Vin2+","OffPage","P06_IO_CON","6","SCHEMATIC1","J2.9","500","440","4C","[5]"
"EX_DATA10","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.17,R138.2,U15.3,U7.16","1760","540","1C","[2,3]"
"EX_DATA10","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.17,R138.2,U15.3,U7.16","990","1050","3B","[2,3]"
"EX_DATA10","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.17,R138.2,U15.3,U7.16","670","730","4C","[2,3]"
"EX_DATA10","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.17,R138.2,U15.3,U7.16","1060","230","3D","[2,3]"
"EX_DATA10","OffPage","P02_FPGA","2","SCHEMATIC1","R11.2","2060","580","1C","[3]"
"F_EX_ADD5","OffPage","P03_EXT_CON","3","SCHEMATIC1","D18.1,J3.31,R158.1,U8.36","1630","690","1C","[2,3]"
"F_EX_ADD5","OffPage","P03_EXT_CON","3","SCHEMATIC1","D18.1,J3.31,R158.1,U8.36","290","1280","5A","[2,3]"
"F_EX_ADD5","OffPage","P03_EXT_CON","3","SCHEMATIC1","D18.1,J3.31,R158.1,U8.36","990","710","3C","[2,3]"
"F_EX_ADD5","OffPage","P03_EXT_CON","3","SCHEMATIC1","D18.1,J3.31,R158.1,U8.36","370","290","5D","[2,3]"
"F_EX_ADD5","OffPage","P02_FPGA","2","SCHEMATIC1","P1-3.68","1500","670","2C","[3]"
"Iin2+","OffPage","P05_Amplifier","5","SCHEMATIC1","R217.1","1120","2010","4B","[6]"
"Iin2+","OffPage","P06_IO_CON","6","SCHEMATIC1","J2.11","500","450","4C","[5]"
"F_EX_DATA2","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.9,R128.1,U7.44,U9.3","300","650","5C","[2,3]"
"F_EX_DATA2","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.9,R128.1,U7.44,U9.3","1630","460","1C","[2,3]"
"F_EX_DATA2","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.9,R128.1,U7.44,U9.3","290","930","5B","[2,3]"
"F_EX_DATA2","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.9,R128.1,U7.44,U9.3","370","180","5D","[2,3]"
"F_EX_DATA2","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.37","1295","600","3C","[3]"
"V/Iin2-","OffPage","P05_Amplifier","5","SCHEMATIC1","R217.2,R251.2","1120","2080","4B","[6]"
"V/Iin2-","OffPage","P06_IO_CON","6","SCHEMATIC1","J2.10","820","440","3C","[5]"
"EX_DATA11","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.18,R142.2,U16.3,U7.17","1260","1050","2B","[2,3]"
"EX_DATA11","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.18,R142.2,U16.3,U7.17","670","740","4B","[2,3]"
"EX_DATA11","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.18,R142.2,U16.3,U7.17","1330","230","2D","[2,3]"
"EX_DATA11","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.18,R142.2,U16.3,U7.17","1760","550","1C","[2,3]"
"EX_DATA11","OffPage","P02_FPGA","2","SCHEMATIC1","R12.2","2060","590","1C","[3]"
"F_EX_DATA10","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.17,R138.1,U13.3,U7.33","290","1050","5B","[2,3]"
"F_EX_DATA10","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.17,R138.1,U13.3,U7.33","1630","540","1C","[2,3]"
"F_EX_DATA10","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.17,R138.1,U13.3,U7.33","300","730","5C","[2,3]"
"F_EX_DATA10","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.17,R138.1,U13.3,U7.33","370","220","5D","[2,3]"
"F_EX_DATA10","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.49","1295","680","3C","[3]"
"Vin3+","OffPage","P05_Amplifier","5","SCHEMATIC1","R218.2","1120","2570","4A","[6]"
"Vin3+","OffPage","P06_IO_CON","6","SCHEMATIC1","J2.13","500","460","4C","[5]"
"F_EX_DATA0","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.7,R126.1,U7.47,U9.1","290","910","5B","[2,3]"
"F_EX_DATA0","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.7,R126.1,U7.47,U9.1","370","170","5D","[2,3]"
"F_EX_DATA0","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.7,R126.1,U7.47,U9.1","1630","440","1C","[2,3]"
"F_EX_DATA0","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.7,R126.1,U7.47,U9.1","300","630","5C","[2,3]"
"F_EX_DATA0","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.36","1295","590","3C","[3]"
"EX_DATA12","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.19,R143.2,U15.4,U7.19","990","1070","3B","[2,3]"
"EX_DATA12","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.19,R143.2,U15.4,U7.19","1760","560","1C","[2,3]"
"EX_DATA12","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.19,R143.2,U15.4,U7.19","670","750","4B","[2,3]"
"EX_DATA12","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.19,R143.2,U15.4,U7.19","1060","240","3D","[2,3]"
"EX_DATA12","OffPage","P02_FPGA","2","SCHEMATIC1","R13.2","2060","600","1C","[3]"
"F_EX_ADD2","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.28,R155.1,U18.4,U8.40","990","680","3C","[2,3]"
"F_EX_ADD2","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.28,R155.1,U18.4,U8.40","640","270","4D","[2,3]"
"F_EX_ADD2","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.28,R155.1,U18.4,U8.40","1630","660","1C","[2,3]"
"F_EX_ADD2","OffPage","P03_EXT_CON","3","SCHEMATIC1","J3.28,R155.1,U18.4,U8.40","560","1200","4A","[2,3]"
"F_EX_ADD2","OffPage","P02_FPGA","2","SCHEMATIC1","P1-3.66","1500","650","2C","[3]"
"V/Iin3-","OffPage","P05_Amplifier","5","SCHEMATIC1","R221.2,R261.2","1120","2720","4A","[6]"
"V/Iin3-","OffPage","P06_IO_CON","6","SCHEMATIC1","J2.14","820","460","3C","[5]"
"ADC_SCL","OffPage","P04_ADC","4","SCHEMATIC1","R181.2,U27.16","1080","830","3B","[2,4]"
"ADC_SCL","OffPage","P04_ADC","4","SCHEMATIC1","R181.2,U27.16","1270","520","2C","[2,4]"
"ADC_SCL","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.2","740","570","4C","[4]"
"EX_DATA13","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.20,R144.2,U16.4,U7.20","670","760","4B","[2,3]"
"EX_DATA13","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.20,R144.2,U16.4,U7.20","1330","240","2D","[2,3]"
"EX_DATA13","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.20,R144.2,U16.4,U7.20","1260","1070","2B","[2,3]"
"EX_DATA13","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.20,R144.2,U16.4,U7.20","1760","570","1C","[2,3]"
"EX_DATA13","OffPage","P02_FPGA","2","SCHEMATIC1","R14.2","2060","610","1C","[3]"
"EX_CS","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.23,R150.2,U19.1,U8.2","990","1160","3A","[2,3]"
"EX_CS","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.23,R150.2,U19.1,U8.2","1360","630","2C","[2,3]"
"EX_CS","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.23,R150.2,U19.1,U8.2","1760","610","1C","[2,3]"
"EX_CS","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.23,R150.2,U19.1,U8.2","1060","260","3D","[2,3]"
"EX_CS","OffPage","P02_FPGA","2","SCHEMATIC1","R17.2","2060","640","1C","[3]"
"ADC_SDA","OffPage","P04_ADC","4","SCHEMATIC1","R182.2,U27.15","1270","540","2C","[2,4]"
"ADC_SDA","OffPage","P04_ADC","4","SCHEMATIC1","R182.2,U27.15","1080","840","3B","[2,4]"
"ADC_SDA","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.3","740","580","4C","[4]"
"EX_DATA14","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.21,R146.2,U15.5,U7.22","990","1090","3B","[2,3]"
"EX_DATA14","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.21,R146.2,U15.5,U7.22","1060","250","3D","[2,3]"
"EX_DATA14","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.21,R146.2,U15.5,U7.22","1760","580","1C","[2,3]"
"EX_DATA14","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.21,R146.2,U15.5,U7.22","670","770","4B","[2,3]"
"EX_DATA14","OffPage","P02_FPGA","2","SCHEMATIC1","R15.2","2060","620","1C","[3]"
"EX_DATA15","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.22,R149.2,U16.5,U7.23","1330","250","2D","[2,3]"
"EX_DATA15","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.22,R149.2,U16.5,U7.23","1260","1090","2B","[2,3]"
"EX_DATA15","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.22,R149.2,U16.5,U7.23","670","780","4B","[2,3]"
"EX_DATA15","OffPage","P03_EXT_CON","3","SCHEMATIC1","J4.22,R149.2,U16.5,U7.23","1760","590","1C","[2,3]"
"EX_DATA15","OffPage","P02_FPGA","2","SCHEMATIC1","R16.2","2060","630","1C","[3]"
"ADC_DRDY","OffPage","P04_ADC","4","SCHEMATIC1","R184.2,U27.14","1080","900","3B","[2,4]"
"ADC_DRDY","OffPage","P04_ADC","4","SCHEMATIC1","R184.2,U27.14","1270","580","2C","[2,4]"
"ADC_DRDY","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.5","740","600","4C","[4]"
"2DIR","OffPage","P03_EXT_CON","3","SCHEMATIC1","R140.1,R148.1","880","580","3C","[2]"
"2DIR","OffPage","P02_FPGA","2","SCHEMATIC1","P1-5.44","1370","1010","3B","[3]"
"ADC_RST","OffPage","P04_ADC","4","SCHEMATIC1","R183.2,U27.3","1270","560","2C","[2,4]"
"ADC_RST","OffPage","P04_ADC","4","SCHEMATIC1","R183.2,U27.3","1080","890","3B","[2,4]"
"ADC_RST","OffPage","P02_FPGA","2","SCHEMATIC1","P1-2.4","740","590","4C","[4]"
"1DIR","OffPage","P03_EXT_CON","3","SCHEMATIC1","R145.1,R147.1","190","580","5C","[2]"
"1DIR","OffPage","P02_FPGA","2","SCHEMATIC1","P1-5.43","1370","1000","3B","[3]"
